sample_id,original_label,original_label_name,desired_counterfactual_label,desired_counterfactual_label_name,counterfactual_predicted_label,counterfactual_predicted_label_name,counterfactual_found,num_cfs_requested,num_cfs_generated,counterfactual_reconstruction_mse,counterfactual_reconstruction_mae,changed_feature_count,selected_feature_count,changed_feature_fraction,dice_proximity_loss,dice_proximity_score,dice_sparsity_loss,dice_sparsity_score,dice_plausibility_distance,dice_plausibility_score,dice_nearest_train_index,dice_nearest_train_label,dice_diversity_dpp,dice_diversity_avg_dist,dice_diversity_pair_count,dice_mean_pairwise_distance,forecast_lag_min,window_size,top_percent,error
FL_M1.2@9823:Primary_ar5127_s2015-02-03T01:36:00_e2015-02-03T13:24:00,0,FL,1,NF,1,NF,True,5,5,0.001580413687042892,0.01659028436988592,16.4,168,0.09761904761904762,0.3626663507905605,0.7406307636521025,0.09761904761904762,0.9023809523809524,1.22134856619499,0.45218299890725044,1416,1,0.9342126810273786,0.9524152758188875,10,84.95032331310544,6,12,1.0,
FL_M1.2@9823:Primary_ar5127_s2015-02-03T02:36:00_e2015-02-03T14:24:00,0,FL,1,NF,1,NF,True,5,5,0.002235099021345377,0.02398730106651783,20.2,168,0.12023809523809523,0.6686771965554357,0.62149782374272,0.12023809523809523,0.8797619047619047,1.4779893340386587,0.41165769263306284,368,1,0.7560341384671994,0.8974465517557262,10,141.26576312927799,6,12,1.0,
FL_M1.2@9823:Primary_ar5127_s2015-02-03T03:36:00_e2015-02-03T15:24:00,0,FL,1,NF,0,FL,True,5,5,0.0031397684710100294,0.029157613404095173,28.6,168,0.17023809523809524,1.264151372708719,0.5579048420485763,0.17023809523809524,0.8297619047619047,2.022553000674377,0.37850467679720884,458,0,1.0001124948561706,0.9953152944910166,10,403.6633428879482,6,12,1.0,
FL_M1.2@9823:Primary_ar5127_s2015-02-03T04:36:00_e2015-02-03T16:24:00,0,FL,1,NF,1,NF,True,5,5,0.0013624838087707759,0.019832297787070276,16.6,168,0.09880952380952382,27.243608837102606,0.49212056851115227,0.09880952380952382,0.9011904761904763,28.039861731241086,0.31242176143149203,465,1,0.2286632950824206,0.795509727022167,10,6853.459207742009,6,12,1.0,
FL_M1.2@9823:Primary_ar5127_s2015-02-03T05:36:00_e2015-02-03T17:24:00,0,FL,1,NF,1,NF,True,5,5,0.003214674978516996,0.03188852928578854,22.2,168,0.13214285714285712,43.34155552889263,0.29105888362077176,0.13214285714285712,0.8678571428571429,44.12186340094563,0.2088129990895497,1274,1,0.5662798259624143,0.9104574872348774,10,10974.383728627748,6,12,1.0,
FL_M1.2@9823:Primary_ar5127_s2015-02-03T06:36:00_e2015-02-03T18:24:00,0,FL,1,NF,1,NF,True,5,5,0.002026953315362334,0.01786823906004429,14.0,168,0.08333333333333334,0.13737026884505815,0.8792567506875016,0.08333333333333334,0.9166666666666666,0.8895959776217275,0.529216918317516,366,1,0.004398514685223212,0.5344435988644112,10,1.6352768341135342,6,12,1.0,
FL_M1.2@9823:Primary_ar5127_s2015-02-03T07:36:00_e2015-02-03T19:24:00,0,FL,1,NF,1,NF,True,5,5,0.0041160955093801025,0.04113444499671459,17.4,168,0.10357142857142858,11.349009472317263,0.23395821930444569,0.10357142857142858,0.8964285714285716,12.268489271545729,0.15073292184998077,567,1,0.26675293623344837,0.8482918323439289,10,1530.793909881192,6,12,1.0,
FL_M1.2@9823:Primary_ar5127_s2015-02-03T08:36:00_e2015-02-03T20:24:00,0,FL,1,NF,1,NF,True,5,5,0.0030046497471630574,0.026640358194708825,15.8,168,0.09404761904761903,1.5432382879946933,0.568785910237473,0.09404761904761903,0.9059523809523811,2.344149015745871,0.3683469501228994,567,1,0.7321514120265985,0.9380329466761829,10,392.3835309292431,6,12,1.0,
FL_M1.2@9823:Primary_ar5127_s2015-02-03T09:36:00_e2015-02-03T21:24:00,0,FL,1,NF,0,FL,True,5,5,0.003953754343092442,0.031388770788908005,25.2,168,0.15,0.35276184935912513,0.7420371634577222,0.15,0.85,1.1848214817413534,0.45803043368399565,39,0,0.28773129057301955,0.8011983713555928,10,60.823729891423284,6,12,1.0,
FL_M1.2@9823:Primary_ar5127_s2015-02-03T10:36:00_e2015-02-03T22:24:00,0,FL,1,NF,1,NF,True,5,5,0.0036636675242334603,0.03378980867564678,23.0,168,0.13690476190476192,18.94410457751936,0.5195384308587879,0.13690476190476192,0.8630952380952381,19.72205804868306,0.33399211831344705,472,1,0.8903837500197951,0.9638653241908235,10,6245.470000482349,6,12,1.0,
FL_M1.2@9823:Primary_ar5127_s2015-02-03T11:36:00_e2015-02-03T23:24:00,0,FL,1,NF,0,FL,True,5,5,0.004796481784433126,0.04200037866830826,30.6,168,0.18214285714285713,0.28831805257783955,0.776376194920027,0.18214285714285713,0.8178571428571428,1.0185383283741678,0.49542400482051746,453,0,0.4714482426387838,0.7457352147639426,10,4.263932953870019,6,12,1.0,
FL_M1.2@9823:Primary_ar5127_s2015-02-03T12:36:00_e2015-02-04T00:24:00,0,FL,1,NF,0,FL,True,5,5,0.0024800960440188647,0.029563483968377113,18.6,168,0.11071428571428572,2.8215998803921574,0.34473864487964134,0.11071428571428572,0.8892857142857142,3.6085573987201682,0.25247026654945154,86,0,0.519754044904576,0.797294009329262,10,247.72217472354777,6,12,1.0,
FL_M1.2@9823:Primary_ar5127_s2015-02-03T13:36:00_e2015-02-04T01:24:00,0,FL,1,NF,0,FL,True,5,5,0.004024721821770072,0.031205129623413087,20.6,168,0.12261904761904763,2.45512729970566,0.28944262129474185,0.12261904761904763,0.8773809523809524,3.224775761448007,0.2367085756923169,207,0,0.6489264580380394,0.8322042255625354,10,29.065930919193,6,12,1.0,
FL_M2.4@9854:Secondary_ar5144_s2015-02-08T11:48:00_e2015-02-08T23:36:00,0,FL,1,NF,1,NF,True,5,5,0.00023775127629050986,0.004591505462303758,1.4,168,0.008333333333333333,9.639053665306346,0.8006864251073802,0.008333333333333333,0.9916666666666668,10.373050623613816,0.4643534322192172,382,1,0.10229981678103427,0.7074059873156727,10,3238.5498597394558,6,12,1.0,
FL_M2.4@9854:Secondary_ar5144_s2015-02-08T12:48:00_e2015-02-09T00:36:00,0,FL,1,NF,0,FL,True,5,5,0.0004072712559718639,0.0080270123668015,3.8,168,0.022619047619047615,0.04311351244156572,0.9591889760219585,0.022619047619047615,0.9773809523809524,0.6829149888210232,0.5942862162292872,71,0,0.6097121973412989,0.8686913466544807,10,11.802609372158958,6,12,1.0,
FL_M2.4@9854:Secondary_ar5144_s2015-02-08T13:48:00_e2015-02-09T01:36:00,0,FL,1,NF,1,NF,True,5,5,0.00039358692592941227,0.005224005784839392,1.8,168,0.010714285714285714,0.009052453870653501,0.9910425637719736,0.010714285714285714,0.9892857142857142,0.6784532029308519,0.5957919781477823,1594,1,0.5566586248725922,0.7287471664095662,10,2.894290281962925,6,12,1.0,
FL_M2.4@9854:Secondary_ar5144_s2015-02-08T14:48:00_e2015-02-09T02:36:00,0,FL,1,NF,1,NF,True,5,5,0.0004970156067955145,0.008044209057698027,3.8,168,0.022619047619047615,0.6451025985887663,0.8194629195962891,0.022619047619047615,0.9773809523809524,1.402104206233396,0.4880113070074158,545,1,0.9688099179965295,0.9543404921478117,10,216.45480294136928,6,12,1.0,
FL_M2.4@9854:Secondary_ar5144_s2015-02-08T15:48:00_e2015-02-09T03:36:00,0,FL,1,NF,0,FL,True,5,5,0.0009022146463394165,0.015087860450148583,5.8,168,0.034523809523809526,21.92279250304677,0.12688122257217496,0.034523809523809526,0.9654761904761905,22.687855930568528,0.10553912003893913,30,0,1.0004992803832553,0.9997802098597112,10,6598.255531266393,6,12,1.0,
FL_M2.4@9854:Secondary_ar5144_s2015-02-08T16:48:00_e2015-02-09T04:36:00,0,FL,1,NF,0,FL,True,5,5,0.0008135219221003353,0.009045759588479996,4.6,168,0.027380952380952377,0.5117373153975271,0.8314551412728679,0.027380952380952377,0.9726190476190476,1.3088452073984267,0.4817026435778268,31,0,0.7061504268240155,0.8976257868558217,10,169.441439441048,6,12,1.0,
FL_M2.4@9854:Secondary_ar5144_s2015-02-08T18:48:00_e2015-02-09T06:36:00,0,FL,1,NF,1,NF,True,5,5,0.0005858485237695277,0.007197915576398373,2.0,168,0.011904761904761904,6.367986304254675,0.6655137703294061,0.011904761904761904,0.9880952380952381,7.108520155333676,0.40182026413655275,675,1,0.7276122685134654,0.9097005898333365,10,2139.2627041038845,6,12,1.0,
FL_M2.4@9854:Secondary_ar5144_s2015-02-08T19:48:00_e2015-02-09T07:36:00,0,FL,1,NF,1,NF,True,5,5,6.334622861459138e-05,0.0017634049057960511,1.6,168,0.009523809523809523,0.18779679044725317,0.8971862826045264,0.009523809523809523,0.9904761904761905,0.9742538654433217,0.519265978315345,1313,1,0.6424269950672509,0.833354930557381,10,62.87108812342598,6,12,1.0,
FL_M2.4@9854:Secondary_ar5144_s2015-02-08T20:48:00_e2015-02-09T08:36:00,0,FL,1,NF,0,FL,True,5,5,0.0010247819707728922,0.013344811089336873,5.6,168,0.03333333333333333,4.3076684729856165,0.7667057060418612,0.03333333333333333,0.9666666666666666,5.075641919511197,0.4483992544906538,36,0,0.7012271684127493,0.9188829205300304,10,1442.4774963608747,6,12,1.0,
FL_M2.4@9854:Secondary_ar5144_s2015-02-08T21:48:00_e2015-02-09T09:36:00,0,FL,1,NF,1,NF,True,5,5,0.0005504654350033889,0.00934981640020851,7.4,168,0.044047619047619044,6.354753438152545,0.3291672293184273,0.044047619047619044,0.955952380952381,7.10570616544152,0.23135824443693392,554,1,0.700864555900596,0.9445157677463858,10,2014.0689972331336,6,12,1.0,
FL_M2.4@9854:Secondary_ar5144_s2015-02-08T22:48:00_e2015-02-09T10:36:00,0,FL,1,NF,1,NF,True,5,5,0.0006741314893588424,0.007435948401689529,1.6,168,0.009523809523809523,0.01051665917888389,0.9896046398083523,0.009523809523809523,0.9904761904761905,0.8013075307840489,0.5551583171758652,263,1,0.08734964428742317,0.5873381931994348,10,1.7693022149258018,6,12,1.0,
FL_M2.4@9854:Secondary_ar5144_s2015-02-08T23:48:00_e2015-02-09T11:36:00,0,FL,1,NF,0,FL,True,5,5,0.0009632054716348648,0.014422519132494926,21.6,168,0.12857142857142856,0.30979091422024224,0.7646870473274966,0.12857142857142856,0.8714285714285716,0.9814715121367843,0.5052462252577546,440,0,0.8978243651266529,0.9365827106195986,10,43.380509441280864,6,12,1.0,
FL_M2.4@9854:Secondary_ar5144_s2015-02-09T01:48:00_e2015-02-09T13:36:00,0,FL,1,NF,0,FL,True,5,5,0.00025739122211234646,0.0052098304964602,2.8,168,0.016666666666666663,2.920400638422063,0.5120376741202327,0.016666666666666663,0.9833333333333332,3.6842981477654435,0.3268448924674459,64,0,0.9796571724972913,0.9844521928195,10,981.0639058789262,6,12,1.0,
FL_M2.4@9854:Secondary_ar5144_s2015-02-09T02:48:00_e2015-02-09T14:36:00,0,FL,1,NF,1,NF,True,5,5,0.0007461720146238804,0.010762039199471473,5.6,168,0.033333333333333326,5.696693784099303,0.33078471328602965,0.033333333333333326,0.9666666666666666,6.335946016121336,0.24942916390043343,1416,1,0.5325667579979799,0.9306131944953646,10,1502.1495980008276,6,12,1.0,
