sample_id,original_label,original_label_name,desired_counterfactual_label,desired_counterfactual_label_name,counterfactual_predicted_label,counterfactual_predicted_label_name,counterfactual_found,counterfactual_reconstruction_mse,counterfactual_reconstruction_mae,changed_feature_count,selected_feature_count,changed_feature_fraction,dice_proximity_loss,dice_proximity_score,dice_sparsity_loss,dice_sparsity_score,dice_plausibility_distance,dice_plausibility_score,dice_nearest_train_index,dice_nearest_train_label,forecast_lag_min,window_size,top_percent,error
FL_M2.1@9785:Primary_ar5107_s2015-01-28T03:48:00_e2015-01-28T15:36:00,0,FL,1,NF,0,FL,True,0.0015704766847193241,0.019771041348576546,21,168,0.125,2.6476479226394884,0.27414926583056465,0.125,0.875,3.271686754772488,0.23409956239950475,1616,0,6,12,1.0,
FL_M2.1@9785:Primary_ar5107_s2015-01-28T04:48:00_e2015-01-28T16:36:00,0,FL,1,NF,1,NF,True,0.0019715819507837296,0.027281420305371284,16,168,0.09523809523809523,1.7153772817411421,0.3682729492966754,0.09523809523809523,0.9047619047619048,2.565590322167962,0.28045846820449544,420,1,6,12,1.0,
FL_M2.1@9785:Primary_ar5107_s2015-01-28T05:48:00_e2015-01-28T17:36:00,0,FL,1,NF,0,FL,True,0.0022981204092502594,0.023611078038811684,26,168,0.15476190476190477,0.5105674192494034,0.6620028919310977,0.15476190476190477,0.8452380952380952,1.010647446360603,0.4973522343810508,461,0,6,12,1.0,
FL_M2.1@9785:Primary_ar5107_s2015-01-28T06:48:00_e2015-01-28T18:36:00,0,FL,1,NF,0,FL,True,0.0016345393378287554,0.025140298530459404,14,168,0.08333333333333333,4.671673388061553,0.17631480721455595,0.08333333333333333,0.9166666666666666,5.5031999263658,0.1537704532111521,1556,0,6,12,1.0,
FL_M2.1@9785:Primary_ar5107_s2015-01-28T22:48:00_e2015-01-29T10:36:00,0,FL,1,NF,1,NF,True,0.0018390541663393378,0.020030543208122253,9,168,0.05357142857142857,1.782509145426997,0.35938785741045337,0.05357142857142857,0.9464285714285714,5.002227289133884,0.16660482048228117,165,1,6,12,1.0,
FL_M2.0@9794:Primary_ar5107_s2015-01-28T23:48:00_e2015-01-29T11:36:00,0,FL,1,NF,0,FL,True,0.0020509595051407814,0.028090540319681168,23,168,0.13690476190476192,22.753411966024323,0.0420992151119321,0.13690476190476192,0.8630952380952381,23.479135740855167,0.040851115439137865,440,0,6,12,1.0,
FL_M2.0@9794:Primary_ar5107_s2015-01-29T00:48:00_e2015-01-29T12:36:00,0,FL,1,NF,1,NF,True,0.0020400122739374638,0.023280663415789604,20,168,0.11904761904761904,0.24221068836948614,0.8050164190042435,0.11904761904761904,0.8809523809523809,0.9815091489231375,0.5046658505429843,51,1,6,12,1.0,
FL_M2.0@9794:Primary_ar5107_s2015-01-29T01:48:00_e2015-01-29T13:36:00,0,FL,1,NF,0,FL,True,0.0011690041283145547,0.018699945881962776,15,168,0.08928571428571429,0.2751297898126411,0.7842338936704892,0.08928571428571429,0.9107142857142857,1.02912712618397,0.49282274486203653,706,0,6,12,1.0,
FL_M2.0@9794:Primary_ar5107_s2015-01-29T02:48:00_e2015-01-29T14:36:00,0,FL,1,NF,1,NF,True,0.004063602536916733,0.048823606222867966,37,168,0.22023809523809523,76.38344690578697,0.012922660336098533,0.22023809523809523,0.7797619047619048,77.13590916596173,0.012798212891795837,1154,1,6,12,1.0,
FL_M2.4@9798:Primary_ar5127_s2015-01-29T15:36:00_e2015-01-30T03:24:00,0,FL,1,NF,1,NF,True,0.0076588233932852745,0.04906682297587395,22,168,0.13095238095238096,0.5300635873752109,0.6535676087262995,0.13095238095238096,0.8690476190476191,1.4129666118332609,0.4144276158219388,518,1,6,12,1.0,
FL_M1.7@9796:Primary_ar5107_s2015-01-29T15:48:00_e2015-01-30T03:36:00,0,FL,1,NF,1,NF,True,0.0022546707186847925,0.02869800105690956,20,168,0.11904761904761904,12.493196302773738,0.07411142456990967,0.11904761904761904,0.8809523809523809,13.241294416690815,0.07021833625095193,1171,1,6,12,1.0,
FL_M2.4@9798:Primary_ar5127_s2015-01-29T16:36:00_e2015-01-30T04:24:00,0,FL,1,NF,1,NF,True,0.014813143759965897,0.06975993514060974,20,168,0.11904761904761904,0.24679475306197624,0.8020566316501747,0.11904761904761904,0.8809523809523809,1.123640933997722,0.47088939753930775,269,1,6,12,1.0,
FL_M1.7@9796:Primary_ar5107_s2015-01-29T16:48:00_e2015-01-30T04:36:00,0,FL,1,NF,1,NF,True,0.0025436924770474434,0.02417856641113758,7,168,0.041666666666666664,0.0639349531790118,0.9399070845562731,0.041666666666666664,0.9583333333333334,0.8839196292868107,0.5308082067060189,1162,1,6,12,1.0,
FL_M2.4@9798:Primary_ar5127_s2015-01-29T17:36:00_e2015-01-30T05:24:00,0,FL,1,NF,1,NF,True,0.0053208670578897,0.028394566848874092,27,168,0.16071428571428573,0.28355339450820155,0.7790871842796644,0.16071428571428573,0.8392857142857143,1.0946104026067236,0.47741575175770595,518,1,6,12,1.0,
FL_M2.4@9798:Primary_ar5127_s2015-01-29T18:36:00_e2015-01-30T06:24:00,0,FL,1,NF,0,FL,True,0.01597425900399685,0.08027025312185287,31,168,0.18452380952380953,0.41754640695765455,0.7054442768799403,0.18452380952380953,0.8154761904761905,1.098674636040002,0.4764912020316328,190,0,6,12,1.0,
FL_M2.4@9798:Primary_ar5127_s2015-01-29T19:36:00_e2015-01-30T07:24:00,0,FL,1,NF,1,NF,True,0.010079529136419296,0.049682293087244034,24,168,0.14285714285714285,0.8630521513538151,0.5367536272526429,0.14285714285714285,0.8571428571428572,1.6432758772961948,0.3783184375831778,1452,1,6,12,1.0,
FL_M2.4@9798:Primary_ar5127_s2015-01-29T20:36:00_e2015-01-30T08:24:00,0,FL,1,NF,1,NF,True,0.005581735633313656,0.03404586762189865,32,168,0.19047619047619047,0.6748480399943081,0.5970690929091086,0.19047619047619047,0.8095238095238095,1.4372708699791286,0.41029497882956417,420,1,6,12,1.0,
FL_M2.4@9798:Primary_ar5127_s2015-01-29T21:36:00_e2015-01-30T09:24:00,0,FL,1,NF,0,FL,True,0.011100484058260918,0.05911752209067345,31,168,0.18452380952380953,0.9093216276906191,0.5237462277162437,0.18452380952380953,0.8154761904761905,1.6135542651794046,0.3826207143747047,1625,0,6,12,1.0,
FL_M2.4@9798:Primary_ar5127_s2015-01-29T22:36:00_e2015-01-30T10:24:00,0,FL,1,NF,1,NF,True,0.01040409691631794,0.0508393794298172,27,168,0.16071428571428573,0.34183231740953685,0.7452496016272299,0.16071428571428573,0.8392857142857143,1.2570322469971598,0.4430596865997096,284,1,6,12,1.0,
FL_M2.4@9798:Primary_ar5127_s2015-01-29T23:36:00_e2015-01-30T11:24:00,0,FL,1,NF,1,NF,True,0.01178092323243618,0.06116775795817375,34,168,0.20238095238095238,4.192003983365287,0.1926038583953152,0.20238095238095238,0.7976190476190477,5.222580228473129,0.1607050392736159,1271,1,6,12,1.0,
FL_M1.2@9823:Primary_ar5127_s2015-02-02T14:36:00_e2015-02-03T02:24:00,0,FL,1,NF,0,FL,True,0.0017562239663675427,0.01740732416510582,23,168,0.13690476190476192,0.2820365841201971,0.7800089423237904,0.13690476190476192,0.8630952380952381,0.9278160731952803,0.5187216840362467,1136,0,6,12,1.0,
FL_M1.2@9823:Primary_ar5127_s2015-02-02T15:36:00_e2015-02-03T03:24:00,0,FL,1,NF,0,FL,True,0.004248602315783501,0.03905550017952919,13,168,0.07738095238095238,14.886716604475758,0.06294566869269075,0.07738095238095238,0.9226190476190477,15.702360117211853,0.05987177817879138,1137,0,6,12,1.0,
FL_M1.2@9823:Primary_ar5127_s2015-02-02T16:36:00_e2015-02-03T04:24:00,0,FL,1,NF,0,FL,True,0.0036726812832057476,0.033438533544540405,15,168,0.08928571428571429,0.22343249692679193,0.8173724357591903,0.08928571428571429,0.9107142857142857,0.9843645270742001,0.5039396675138245,1147,0,6,12,1.0,
FL_M1.2@9823:Primary_ar5127_s2015-02-02T17:36:00_e2015-02-03T05:24:00,0,FL,1,NF,1,NF,True,0.0026540348771959543,0.03110758401453495,14,168,0.08333333333333333,16.620457681476687,0.05675221484463704,0.08333333333333333,0.9166666666666666,17.40492982856346,0.054333268820620756,1254,1,6,12,1.0,
FL_M1.2@9823:Primary_ar5127_s2015-02-02T18:36:00_e2015-02-03T06:24:00,0,FL,1,NF,1,NF,True,0.00036754721077159047,0.006353976204991341,16,168,0.09523809523809523,0.13379795977800346,0.881991356022372,0.09523809523809523,0.9047619047619048,0.89999171360208,0.5263180848847809,1183,1,6,12,1.0,
FL_M1.2@9823:Primary_ar5127_s2015-02-02T19:36:00_e2015-02-03T07:24:00,0,FL,1,NF,1,NF,True,0.002773611806333065,0.02156754583120346,11,168,0.06547619047619048,0.20738147199236928,0.8282386496703836,0.06547619047619048,0.9345238095238095,0.9259590637644625,0.5192218354036087,654,1,6,12,1.0,
FL_M1.2@9823:Primary_ar5127_s2015-02-02T20:36:00_e2015-02-03T08:24:00,0,FL,1,NF,1,NF,True,0.004159840289503336,0.03273456543684006,15,168,0.08928571428571429,0.1119573467633743,0.8993150707720455,0.08928571428571429,0.9107142857142857,0.9148408704655835,0.5222366074507566,1271,1,6,12,1.0,
FL_M1.2@9823:Primary_ar5127_s2015-02-02T21:36:00_e2015-02-03T09:24:00,0,FL,1,NF,1,NF,True,0.002470493782311678,0.02607853151857853,13,168,0.07738095238095238,1.5668368107382153,0.38958456408937137,0.07738095238095238,0.9226190476190477,2.356914662816231,0.29789258901239557,399,1,6,12,1.0,
FL_M1.2@9823:Primary_ar5127_s2015-02-02T22:36:00_e2015-02-03T10:24:00,0,FL,1,NF,0,FL,True,0.004392819944769144,0.03482259437441826,22,168,0.13095238095238096,6.857709306467148,0.1272635523914034,0.13095238095238096,0.8690476190476191,7.585253618210647,0.11647879544045685,430,0,6,12,1.0,
FL_M1.2@9823:Primary_ar5127_s2015-02-02T23:36:00_e2015-02-03T11:24:00,0,FL,1,NF,1,NF,True,0.00039994309190660715,0.006115380208939314,9,168,0.05357142857142857,0.13130832796288816,0.8839323244448036,0.05357142857142857,0.9464285714285714,1.0096048181339772,0.4976102719183129,1274,1,6,12,1.0,
FL_M1.2@9823:Primary_ar5127_s2015-02-03T00:36:00_e2015-02-03T12:24:00,0,FL,1,NF,1,NF,True,0.0032449914142489433,0.028679238632321358,17,168,0.10119047619047619,0.24943406115917213,0.8003623649192357,0.10119047619047619,0.8988095238095238,0.9574184217317501,0.5108769739253239,1391,1,6,12,1.0,
FL_M1.2@9823:Primary_ar5127_s2015-02-03T01:36:00_e2015-02-03T13:24:00,0,FL,1,NF,0,FL,True,0.0008554750820621848,0.012197848409414291,14,168,0.08333333333333333,0.2894257687277226,0.7755390222941649,0.08333333333333333,0.9166666666666666,1.1253744059040343,0.470505336481949,455,0,6,12,1.0,
FL_M1.2@9823:Primary_ar5127_s2015-02-03T02:36:00_e2015-02-03T14:24:00,0,FL,1,NF,1,NF,True,0.0023836782202124596,0.02383129857480526,20,168,0.11904761904761904,0.38526743598466806,0.721882269100757,0.11904761904761904,0.8809523809523809,1.1933143886351008,0.4559309897302501,368,1,6,12,1.0,
FL_M1.2@9823:Primary_ar5127_s2015-02-03T03:36:00_e2015-02-03T15:24:00,0,FL,1,NF,1,NF,True,0.0009112432599067688,0.013779964298009872,28,168,0.16666666666666666,0.3647330658428781,0.7327440252078792,0.16666666666666666,0.8333333333333334,1.0637715712959246,0.48454975051917215,281,1,6,12,1.0,
FL_M1.2@9823:Primary_ar5127_s2015-02-03T04:36:00_e2015-02-03T16:24:00,0,FL,1,NF,1,NF,True,0.0004079813661519438,0.007087125442922115,15,168,0.08928571428571429,0.22784528033829396,0.8144348608193384,0.08928571428571429,0.9107142857142857,0.9530118497293837,0.5120296633830274,465,1,6,12,1.0,
FL_M1.2@9823:Primary_ar5127_s2015-02-03T05:36:00_e2015-02-03T17:24:00,0,FL,1,NF,0,FL,True,0.004367670975625515,0.04921303316950798,23,168,0.13690476190476192,106.04917763159557,0.009341501000983401,0.13690476190476192,0.8630952380952381,106.8819941195165,0.009269387428009118,460,0,6,12,1.0,
FL_M1.2@9823:Primary_ar5127_s2015-02-03T06:36:00_e2015-02-03T18:24:00,0,FL,1,NF,1,NF,True,0.0020269425585865974,0.017855560407042503,12,168,0.07142857142857142,0.12940552250003604,0.8854215603500982,0.07142857142857142,0.9285714285714286,0.8856683880534306,0.5303159380172336,366,1,6,12,1.0,
FL_M1.2@9823:Primary_ar5127_s2015-02-03T07:36:00_e2015-02-03T19:24:00,0,FL,1,NF,1,NF,True,0.004262115806341171,0.04414908587932587,16,168,0.09523809523809523,11.299224998791871,0.08130593595110489,0.09523809523809523,0.9047619047619048,12.22825607489101,0.07559575459822954,278,1,6,12,1.0,
FL_M1.2@9823:Primary_ar5127_s2015-02-03T08:36:00_e2015-02-03T20:24:00,0,FL,1,NF,1,NF,True,0.002508563455194235,0.02452171966433525,14,168,0.08333333333333333,3.4564873365453144,0.22439197611974002,0.08333333333333333,0.9166666666666666,4.274868195015345,0.18957819665427506,401,1,6,12,1.0,
FL_M1.2@9823:Primary_ar5127_s2015-02-03T09:36:00_e2015-02-03T21:24:00,0,FL,1,NF,0,FL,True,0.003956131637096405,0.03140527755022049,24,168,0.14285714285714285,0.27754724186908664,0.782749918928221,0.14285714285714285,0.8571428571428572,1.089890712216894,0.4784939203539642,39,0,6,12,1.0,
FL_M1.2@9823:Primary_ar5127_s2015-02-03T10:36:00_e2015-02-03T22:24:00,0,FL,1,NF,0,FL,True,0.004751582629978657,0.04939242824912071,25,168,0.1488095238095238,90.51024797771413,0.010927737844656853,0.1488095238095238,0.8511904761904762,91.22154464929403,0.010843453162738314,1073,0,6,12,1.0,
FL_M1.2@9823:Primary_ar5127_s2015-02-03T11:36:00_e2015-02-03T23:24:00,0,FL,1,NF,0,FL,True,0.00449767243117094,0.038284603506326675,28,168,0.16666666666666666,0.25464244541443837,0.7970398288810293,0.16666666666666666,0.8333333333333334,1.0316099549929867,0.49222046660204133,453,0,6,12,1.0,
FL_M1.2@9823:Primary_ar5127_s2015-02-03T12:36:00_e2015-02-04T00:24:00,0,FL,1,NF,1,NF,True,0.002268830081447959,0.0288479533046484,17,168,0.10119047619047619,3.46348728817947,0.22404006899454432,0.10119047619047619,0.8988095238095238,4.2553072446704014,0.19028383183764117,1316,1,6,12,1.0,
FL_M1.2@9823:Primary_ar5127_s2015-02-03T13:36:00_e2015-02-04T01:24:00,0,FL,1,NF,1,NF,True,0.0043106903322041035,0.03242222219705582,19,168,0.1130952380952381,2.4517622628412243,0.28970708984368965,0.1130952380952381,0.8869047619047619,3.2382876372290603,0.23594434488495158,401,1,6,12,1.0,
FL_M2.4@9854:Secondary_ar5144_s2015-02-08T11:48:00_e2015-02-08T23:36:00,0,FL,1,NF,1,NF,True,0.0003550620749592781,0.007691880222409964,2,168,0.011904761904761904,48.178271851880524,0.020334183417666414,0.011904761904761904,0.9880952380952381,48.91396017240703,0.02003447525593873,382,1,6,12,1.0,
FL_M2.4@9854:Secondary_ar5144_s2015-02-08T12:48:00_e2015-02-09T00:36:00,0,FL,1,NF,0,FL,True,0.00024595827562734485,0.006399073638021946,3,168,0.017857142857142856,0.010378879602246469,0.9897277349994369,0.017857142857142856,0.9821428571428571,0.6503512821294771,0.6059316042762014,71,0,6,12,1.0,
FL_M2.4@9854:Secondary_ar5144_s2015-02-08T13:48:00_e2015-02-09T01:36:00,0,FL,1,NF,1,NF,True,0.0007928551058284938,0.00813425611704588,2,168,0.011904761904761904,0.008089853440311939,0.9919750670907919,0.011904761904761904,0.9880952380952381,0.6791079503473302,0.5955543238260208,1594,1,6,12,1.0,
FL_M2.4@9854:Secondary_ar5144_s2015-02-08T14:48:00_e2015-02-09T02:36:00,0,FL,1,NF,1,NF,True,0.00032542948611080647,0.007293635979294777,2,168,0.011904761904761904,0.049189840341396174,0.9531163584986772,0.011904761904761904,0.9880952380952381,0.8360928472167853,0.5446347669813296,545,1,6,12,1.0,
FL_M2.4@9854:Secondary_ar5144_s2015-02-08T15:48:00_e2015-02-09T03:36:00,0,FL,1,NF,0,FL,True,0.0005636120913550258,0.009282363578677177,5,168,0.02976190476190476,1.4707685292394004,0.40473236896369214,0.02976190476190476,0.9702380952380952,2.1972614759795763,0.3127676630493977,30,0,6,12,1.0,
FL_M2.4@9854:Secondary_ar5144_s2015-02-08T16:48:00_e2015-02-09T04:36:00,0,FL,1,NF,0,FL,True,0.0007585548446513712,0.007991955615580082,4,168,0.023809523809523808,0.021016054769769307,0.9794165285926789,0.023809523809523808,0.9761904761904762,0.7804113789199123,0.5616679447458096,31,0,6,12,1.0,
FL_M2.4@9854:Secondary_ar5144_s2015-02-08T18:48:00_e2015-02-09T06:36:00,0,FL,1,NF,1,NF,True,0.0007504058303311467,0.007908619940280914,2,168,0.011904761904761904,0.008234737473595268,0.9918325195834556,0.011904761904761904,0.9880952380952381,0.7450569743374758,0.573047192559233,675,1,6,12,1.0,
FL_M2.4@9854:Secondary_ar5144_s2015-02-08T19:48:00_e2015-02-09T07:36:00,0,FL,1,NF,0,FL,True,6.489063935077866e-07,0.00029561648261733353,2,168,0.011904761904761904,0.011566472227711547,0.9885657813448093,0.011904761904761904,0.9880952380952381,0.7959844351066252,0.5567976984948821,462,0,6,12,1.0,
FL_M2.4@9854:Secondary_ar5144_s2015-02-08T20:48:00_e2015-02-09T08:36:00,0,FL,1,NF,1,NF,True,0.0010856548324227333,0.012973682023584843,4,168,0.023809523809523808,0.03647278034606275,0.9648106722745917,0.023809523809523808,0.9761904761904762,0.8220214426219803,0.548840961257267,480,1,6,12,1.0,
FL_M2.4@9854:Secondary_ar5144_s2015-02-08T21:48:00_e2015-02-09T09:36:00,0,FL,1,NF,1,NF,True,0.0007853877614252269,0.012302534654736519,7,168,0.041666666666666664,3.5645434906158933,0.21907995882958936,0.041666666666666664,0.9583333333333334,4.328832184461521,0.18765837717988676,554,1,6,12,1.0,
FL_M2.4@9854:Secondary_ar5144_s2015-02-08T22:48:00_e2015-02-09T10:36:00,0,FL,1,NF,1,NF,True,0.0008711970876902342,0.008520550094544888,1,168,0.005952380952380952,0.006732381416980038,0.9933126404382622,0.005952380952380952,0.9940476190476191,0.801382581883415,0.5551291602666999,263,1,6,12,1.0,
FL_M2.4@9854:Secondary_ar5144_s2015-02-08T23:48:00_e2015-02-09T11:36:00,0,FL,1,NF,0,FL,True,0.0013149627484381199,0.017988009378314018,20,168,0.11904761904761904,0.27825195768886146,0.7823183793968491,0.11904761904761904,0.8809523809523809,0.9864452663695563,0.5034118064715712,452,0,6,12,1.0,
FL_M2.4@9854:Secondary_ar5144_s2015-02-09T01:48:00_e2015-02-09T13:36:00,0,FL,1,NF,0,FL,True,9.589897672412917e-05,0.002826913259923458,2,168,0.011904761904761904,0.014372269617798483,0.985831365812855,0.011904761904761904,0.9880952380952381,0.761301868281453,0.5677618459439469,64,0,6,12,1.0,
FL_M2.4@9854:Secondary_ar5144_s2015-02-09T02:48:00_e2015-02-09T14:36:00,0,FL,1,NF,0,FL,True,0.00030312215676531196,0.008653014898300171,5,168,0.02976190476190476,2.105192663146941,0.32204120918750184,0.02976190476190476,0.9702380952380952,2.7644238392600124,0.2656449015041234,542,0,6,12,1.0,
FL_M2.4@9854:Secondary_ar5144_s2015-02-09T04:48:00_e2015-02-09T16:36:00,0,FL,1,NF,1,NF,True,0.0007517387275584042,0.007914855144917965,1,168,0.005952380952380952,0.00609753134027641,0.9939394232166004,0.005952380952380952,0.9940476190476191,0.7095946449864183,0.5849339800710153,1038,1,6,12,1.0,
FL_M2.4@9854:Secondary_ar5144_s2015-02-09T05:48:00_e2015-02-09T17:36:00,0,FL,1,NF,1,NF,True,6.9530656787719636e-09,2.1526486307266168e-05,2,168,0.011904761904761904,0.008685098485723472,0.9913896829657127,0.011904761904761904,0.9880952380952381,0.7054058386866556,0.5863706909612241,95,1,6,12,1.0,
FL_M2.4@9854:Secondary_ar5144_s2015-02-09T07:48:00_e2015-02-09T19:36:00,0,FL,1,NF,1,NF,True,0.00020763621432706714,0.004160626325756311,2,168,0.011904761904761904,0.010086506695843964,0.9900142149915074,0.011904761904761904,0.9880952380952381,0.7348088800753635,0.5764323733208918,288,1,6,12,1.0,
FL_M2.4@9854:Secondary_ar5144_s2015-02-09T08:48:00_e2015-02-09T20:36:00,0,FL,1,NF,0,FL,True,4.875577133134357e-07,0.00020436702470760792,2,168,0.011904761904761904,0.013138579217199011,0.9870318044473734,0.011904761904761904,0.9880952380952381,0.7940389373054532,0.5574015029472796,440,0,6,12,1.0,
FL_M2.4@9854:Secondary_ar5144_s2015-02-09T09:48:00_e2015-02-09T21:36:00,0,FL,1,NF,0,FL,True,0.0017699883319437504,0.02092910185456276,6,168,0.03571428571428571,3.2959689074501495,0.23277635884789144,0.03571428571428571,0.9642857142857143,4.0094518010123235,0.19962264130336924,452,0,6,12,1.0,
FL_M4.5@9978:Primary_ar5298_s2015-03-08T09:24:00_e2015-03-08T21:12:00,0,FL,1,NF,0,FL,True,0.0025093480944633484,0.02175166830420494,22,168,0.13095238095238096,2.326438920831129,0.30062178317410515,0.13095238095238096,0.8690476190476191,2.9840757941339238,0.25099924089606446,712,0,6,12,1.0,
FL_M4.5@9978:Primary_ar5298_s2015-03-08T10:24:00_e2015-03-08T22:12:00,0,FL,1,NF,1,NF,True,0.0018213954754173756,0.02382328361272812,22,168,0.13095238095238096,0.28516957306539126,0.7781074349704655,0.13095238095238096,0.8690476190476191,0.8954039249404138,0.527592027663147,284,1,6,12,1.0,
FL_M4.5@9978:Primary_ar5298_s2015-03-08T11:24:00_e2015-03-08T23:12:00,0,FL,1,NF,0,FL,True,0.0017409306019544601,0.016598664224147797,21,168,0.125,0.2622597512348123,0.7922299661553374,0.125,0.875,1.1372020993530143,0.4679014681403905,197,0,6,12,1.0,
FL_M5.8@9985:Primary_ar5298_s2015-03-08T12:24:00_e2015-03-09T00:12:00,0,FL,1,NF,1,NF,True,0.0007843353087082505,0.014288067817687988,19,168,0.1130952380952381,0.2574772416905549,0.7952430205858819,0.1130952380952381,0.8869047619047619,1.0065190326782465,0.49837553679479796,1040,1,6,12,1.0,
FL_M5.8@9985:Primary_ar5298_s2015-03-08T13:24:00_e2015-03-09T01:12:00,0,FL,1,NF,0,FL,True,0.0014616574626415968,0.013134610839188099,19,168,0.1130952380952381,0.26895423321315226,0.7880504858460291,0.1130952380952381,0.8869047619047619,1.0660865375707875,0.48400683215125906,1534,0,6,12,1.0,
FL_M5.8@9985:Primary_ar5298_s2015-03-08T14:24:00_e2015-03-09T02:12:00,0,FL,1,NF,0,FL,True,0.0033181877806782722,0.03146432340145111,23,168,0.13690476190476192,0.5419335088705167,0.6485363955366085,0.13690476190476192,0.8630952380952381,1.2425116937494554,0.44592855537266374,463,0,6,12,1.0,
FL_M5.8@9985:Primary_ar5298_s2015-03-08T15:24:00_e2015-03-09T03:12:00,0,FL,1,NF,1,NF,True,0.0005802202504128218,0.011800291016697884,27,168,0.16071428571428573,4.678009283874908,0.1761180635684975,0.16071428571428573,0.8392857142857143,5.367870943542773,0.15703835848212852,269,1,6,12,1.0,
FL_M5.8@9985:Primary_ar5298_s2015-03-08T16:24:00_e2015-03-09T04:12:00,0,FL,1,NF,0,FL,True,0.0020561148412525654,0.020947517827153206,10,168,0.05952380952380952,0.08535885793750715,0.9213542531916924,0.05952380952380952,0.9404761904761905,0.9927769556787608,0.5018123062645461,34,0,6,12,1.0,
FL_M5.8@9985:Primary_ar5298_s2015-03-08T17:24:00_e2015-03-09T05:12:00,0,FL,1,NF,1,NF,True,0.0019326520850881934,0.027087155729532242,16,168,0.09523809523809523,30.956205876716982,0.0312928263091643,0.09523809523809523,0.9047619047619048,31.92047183032452,0.030376235345413713,443,1,6,12,1.0,
FL_M5.8@9985:Primary_ar5298_s2015-03-08T18:24:00_e2015-03-09T06:12:00,0,FL,1,NF,0,FL,True,0.0003005519392900169,0.005485618487000465,21,168,0.125,0.30375407246488323,0.7670158207900325,0.125,0.875,1.0896535471345863,0.4785482269877888,1372,0,6,12,1.0,
