file,label,icme_start_time,icme_end_time,duration_hours,n_timesteps,speed_mean_kms
icme/ICME_Wind_2024-11-08_09-56.csv,1,2024-11-08 09:56:00,2024-11-08 19:28:00,9.53,10,373.2
quiet/QUIET_Wind_2024-11-07_23-24.csv,0,2024-11-07 23:24:00,2024-11-08 08:56:00,9.53,9,355.0
icme/ICME_Wind_2024-10-26_15-30.csv,1,2024-10-26 15:30:00,2024-10-27 09:27:00,17.95,18,445.1
quiet/QUIET_Wind_2024-10-25_20-33.csv,0,2024-10-25 20:33:00,2024-10-26 14:30:00,17.95,18,317.9
icme/ICME_Wind_2024-10-10_14-58.csv,1,2024-10-10 14:58:00,2024-10-11 10:20:00,19.37,20,682.8
quiet/QUIET_Wind_2024-10-09_18-36.csv,0,2024-10-09 18:36:00,2024-10-10 13:58:00,19.37,19,415.5
icme/ICME_Wind_2024-10-07_22-10.csv,1,2024-10-07 22:10:00,2024-10-08 08:44:00,10.57,10,422.1
quiet/QUIET_Wind_2024-10-07_10-36.csv,0,2024-10-07 10:36:00,2024-10-07 21:10:00,10.57,11,443.1
icme/ICME_Wind_2024-10-07_11-36.csv,1,2024-10-07 11:36:00,2024-10-07 20:20:00,8.73,9,443.9
quiet/QUIET_Wind_2024-10-07_01-52.csv,0,2024-10-07 01:52:00,2024-10-07 10:36:00,8.73,9,466.9
icme/ICME_Wind_2024-10-06_07-08.csv,1,2024-10-06 07:08:00,2024-10-07 00:56:00,17.8,17,484.9
quiet/QUIET_Wind_2024-10-05_12-20.csv,0,2024-10-05 12:20:00,2024-10-06 06:08:00,17.8,18,381.8
icme/ICME_Wind_2024-09-16_22-56.csv,1,2024-09-16 22:56:00,2024-09-17 11:58:00,13.03,13,535.1
quiet/QUIET_Wind_2024-09-16_08-54.csv,0,2024-09-16 08:54:00,2024-09-16 21:56:00,13.03,13,448.8
icme/ICME_Wind_2024-09-12_08-28.csv,1,2024-09-12 08:28:00,2024-09-13 00:16:00,15.8,16,517.1
quiet/QUIET_Wind_2024-09-11_15-40.csv,0,2024-09-11 15:40:00,2024-09-12 07:28:00,15.8,16,373.4
icme/ICME_Wind_2024-09-12_03-04.csv,1,2024-09-12 03:04:00,2024-09-12 08:20:00,5.27,5,406.6
quiet/QUIET_Wind_2024-09-11_20-04.csv,0,2024-09-11 20:04:00,2024-09-12 02:04:00,6.0,6,356.0
icme/ICME_Wind_2024-08-31_12-10.csv,1,2024-08-31 12:10:00,2024-09-01 09:16:00,21.1,21,384.0
quiet/QUIET_Wind_2024-08-30_14-04.csv,0,2024-08-30 14:04:00,2024-08-31 11:10:00,21.1,21,361.7
icme/ICME_Wind_2024-08-27_07-30.csv,1,2024-08-27 07:30:00,2024-08-29 16:00:00,56.5,57,311.2
quiet/QUIET_Wind_2024-08-25_06-30.csv,0,2024-08-25 06:30:00,2024-08-27 06:30:00,48.0,48,305.1
icme/ICME_Wind_2024-08-17_13-34.csv,1,2024-08-17 13:34:00,2024-08-18 08:40:00,19.1,19,443.0
quiet/QUIET_Wind_2024-08-16_17-28.csv,0,2024-08-16 17:28:00,2024-08-17 12:34:00,19.1,19,318.1
icme/ICME_Wind_2024-08-10_12-02.csv,1,2024-08-10 12:02:00,2024-08-13 18:26:00,78.4,78,460.1
quiet/QUIET_Wind_2024-08-08_11-02.csv,0,2024-08-08 11:02:00,2024-08-10 11:02:00,48.0,48,376.6
icme/ICME_Wind_2024-08-04_21-24.csv,1,2024-08-04 21:24:00,2024-08-05 05:30:00,8.1,8,397.4
quiet/QUIET_Wind_2024-08-04_12-18.csv,0,2024-08-04 12:18:00,2024-08-04 20:24:00,8.1,8,376.8
icme/ICME_Wind_2024-08-04_08-24.csv,1,2024-08-04 08:24:00,2024-08-04 16:00:00,7.6,8,384.2
quiet/QUIET_Wind_2024-08-03_23-48.csv,0,2024-08-03 23:48:00,2024-08-04 07:24:00,7.6,8,346.4
icme/ICME_Wind_2024-07-23_19-48.csv,1,2024-07-23 19:48:00,2024-07-24 13:10:00,17.37,18,313.2
quiet/QUIET_Wind_2024-07-23_01-26.csv,0,2024-07-23 01:26:00,2024-07-23 18:48:00,17.37,17,283.8
icme/ICME_Wind_2024-07-21_14-20.csv,1,2024-07-21 14:20:00,2024-07-22 21:10:00,30.83,31,307.5
quiet/QUIET_Wind_2024-07-20_06-30.csv,0,2024-07-20 06:30:00,2024-07-21 13:20:00,30.83,31,336.1
icme/ICME_Wind_2024-07-15_20-36.csv,1,2024-07-15 20:36:00,2024-07-16 15:52:00,19.27,19,349.3
quiet/QUIET_Wind_2024-07-15_00-20.csv,0,2024-07-15 00:20:00,2024-07-15 19:36:00,19.27,19,305.5
icme/ICME_Wind_2024-06-15_10-54.csv,1,2024-06-15 10:54:00,2024-06-16 12:00:00,25.1,26,395.0
icme/ICME_Wind_2024-06-06_01-44.csv,1,2024-06-06 01:44:00,2024-06-07 02:00:00,24.27,25,369.8
quiet/QUIET_Wind_2024-06-05_00-28.csv,0,2024-06-05 00:28:00,2024-06-06 00:44:00,24.27,24,422.0
icme/ICME_Wind_2024-05-31_01-00.csv,1,2024-05-31 01:00:00,2024-06-01 09:30:00,32.5,33,349.6
quiet/QUIET_Wind_2024-05-29_15-30.csv,0,2024-05-29 15:30:00,2024-05-31 00:00:00,32.5,33,344.2
icme/ICME_Wind_2024-05-30_12-30.csv,1,2024-05-30 12:30:00,2024-05-30 20:12:00,7.7,8,354.8
quiet/QUIET_Wind_2024-05-30_03-48.csv,0,2024-05-30 03:48:00,2024-05-30 11:30:00,7.7,8,338.4
icme/ICME_Wind_2024-05-29_21-48.csv,1,2024-05-29 21:48:00,2024-05-30 09:38:00,11.83,12,341.2
quiet/QUIET_Wind_2024-05-29_08-58.csv,0,2024-05-29 08:58:00,2024-05-29 20:48:00,11.83,12,338.2
icme/ICME_Wind_2024-05-29_05-34.csv,1,2024-05-29 05:34:00,2024-05-29 21:44:00,16.17,16,338.6
quiet/QUIET_Wind_2024-05-28_12-24.csv,0,2024-05-28 12:24:00,2024-05-29 04:34:00,16.17,16,327.9
icme/ICME_Wind_2024-05-17_04-30.csv,1,2024-05-17 04:30:00,2024-05-17 11:28:00,6.97,7,389.3
quiet/QUIET_Wind_2024-05-16_20-32.csv,0,2024-05-16 20:32:00,2024-05-17 03:30:00,6.97,7,383.7
icme/ICME_Wind_2024-05-16_04-24.csv,1,2024-05-16 04:24:00,2024-05-17 03:10:00,22.77,23,420.8
quiet/QUIET_Wind_2024-05-15_04-38.csv,0,2024-05-15 04:38:00,2024-05-16 03:24:00,22.77,23,459.0
icme/ICME_Wind_2024-05-11_10-41.csv,1,2024-05-11 10:41:00,2024-05-11 14:31:00,3.83,4,785.5
quiet/QUIET_Wind_2024-05-11_03-41.csv,0,2024-05-11 03:41:00,2024-05-11 09:41:00,6.0,6,697.5
icme/ICME_Wind_2024-05-11_07-34.csv,1,2024-05-11 07:34:00,2024-05-11 09:30:00,1.93,2,700.0
quiet/QUIET_Wind_2024-05-11_00-34.csv,0,2024-05-11 00:34:00,2024-05-11 06:34:00,6.0,6,719.0
icme/ICME_Wind_2024-05-11_00-02.csv,1,2024-05-11 00:02:00,2024-05-11 07:27:00,7.42,7,714.7
quiet/QUIET_Wind_2024-05-10_15-37.csv,0,2024-05-10 15:37:00,2024-05-10 23:02:00,7.42,8,656.1
icme/ICME_Wind_2024-05-10_21-39.csv,1,2024-05-10 21:39:00,2024-05-11 01:20:00,3.68,4,735.8
quiet/QUIET_Wind_2024-05-10_14-39.csv,0,2024-05-10 14:39:00,2024-05-10 20:39:00,6.0,6,589.7
icme/ICME_Wind_2024-05-10_16-37.csv,1,2024-05-10 16:37:00,2024-05-10 22:04:00,5.45,6,676.7
quiet/QUIET_Wind_2024-05-10_09-37.csv,0,2024-05-10 09:37:00,2024-05-10 15:37:00,6.0,6,427.5
icme/ICME_Wind_2024-04-30_11-46.csv,1,2024-04-30 11:46:00,2024-05-02 03:00:00,39.23,40,378.2
quiet/QUIET_Wind_2024-04-28_19-32.csv,0,2024-04-28 19:32:00,2024-04-30 10:46:00,39.23,39,434.3
icme/ICME_Wind_2024-04-15_17-32.csv,1,2024-04-15 17:32:00,2024-04-16 23:04:00,29.53,30,367.4
quiet/QUIET_Wind_2024-04-14_11-00.csv,0,2024-04-14 11:00:00,2024-04-15 16:32:00,29.53,30,351.5
icme/ICME_Wind_2024-04-08_01-48.csv,1,2024-04-08 01:48:00,2024-04-09 13:54:00,36.1,36,361.9
quiet/QUIET_Wind_2024-04-06_12-42.csv,0,2024-04-06 12:42:00,2024-04-08 00:48:00,36.1,36,403.4
icme/ICME_Wind_2024-04-04_10-00.csv,1,2024-04-04 10:00:00,2024-04-04 17:40:00,7.67,8,438.2
quiet/QUIET_Wind_2024-04-04_01-20.csv,0,2024-04-04 01:20:00,2024-04-04 09:00:00,7.67,8,359.8
icme/ICME_Wind_2024-03-30_12-56.csv,1,2024-03-30 12:56:00,2024-03-31 00:36:00,11.67,12,374.0
quiet/QUIET_Wind_2024-03-30_00-16.csv,0,2024-03-30 00:16:00,2024-03-30 11:56:00,11.67,11,339.5
icme/ICME_Wind_2024-03-24_14-14.csv,1,2024-03-24 14:14:00,2024-03-25 10:04:00,19.83,20,776.0
quiet/QUIET_Wind_2024-03-23_17-24.csv,0,2024-03-23 17:24:00,2024-03-24 13:14:00,19.83,20,498.8
icme/ICME_Wind_2024-03-21_02-02.csv,1,2024-03-21 02:02:00,2024-03-22 05:04:00,27.03,27,357.6
quiet/QUIET_Wind_2024-03-19_22-00.csv,0,2024-03-19 22:00:00,2024-03-21 01:02:00,27.03,28,341.0
icme/ICME_Wind_2024-03-03_09-06.csv,1,2024-03-03 09:06:00,2024-03-04 23:36:00,38.5,38,350.7
quiet/QUIET_Wind_2024-03-01_17-36.csv,0,2024-03-01 17:36:00,2024-03-03 08:06:00,38.5,39,308.5
icme/ICME_Wind_2024-02-24_16-24.csv,1,2024-02-24 16:24:00,2024-02-26 10:16:00,41.87,42,384.2
quiet/QUIET_Wind_2024-02-22_21-32.csv,0,2024-02-22 21:32:00,2024-02-24 15:24:00,41.87,42,325.7
icme/ICME_Wind_2024-01-03_14-20.csv,1,2024-01-03 14:20:00,2024-01-04 12:50:00,22.5,22,447.3
quiet/QUIET_Wind_2024-01-02_14-50.csv,0,2024-01-02 14:50:00,2024-01-03 13:20:00,22.5,23,400.4
icme/ICME_Wind_2024-01-03_04-48.csv,1,2024-01-03 04:48:00,2024-01-03 14:18:00,9.5,10,418.1
quiet/QUIET_Wind_2024-01-02_18-18.csv,0,2024-01-02 18:18:00,2024-01-03 03:48:00,9.5,9,385.9
icme/ICME_Wind_2023-12-28_22-50.csv,1,2023-12-28 22:50:00,2023-12-29 21:10:00,22.33,23,377.7
quiet/QUIET_Wind_2023-12-27_23-30.csv,0,2023-12-27 23:30:00,2023-12-28 21:50:00,22.33,22,391.5
icme/ICME_Wind_2023-12-17_06-56.csv,1,2023-12-17 06:56:00,2023-12-18 03:14:00,20.3,21,494.0
quiet/QUIET_Wind_2023-12-16_09-38.csv,0,2023-12-16 09:38:00,2023-12-17 05:56:00,20.3,20,445.8
icme/ICME_Wind_2023-12-15_10-52.csv,1,2023-12-15 10:52:00,2023-12-16 10:56:00,24.07,24,459.8
quiet/QUIET_Wind_2023-12-14_09-48.csv,0,2023-12-14 09:48:00,2023-12-15 09:52:00,24.07,24,298.9
icme/ICME_Wind_2023-12-04_11-54.csv,1,2023-12-04 11:54:00,2023-12-05 04:02:00,16.13,17,550.5
quiet/QUIET_Wind_2023-12-03_18-46.csv,0,2023-12-03 18:46:00,2023-12-04 10:54:00,16.13,16,519.4
icme/ICME_Wind_2023-12-01_08-52.csv,1,2023-12-01 08:52:00,2023-12-03 01:38:00,40.77,41,473.3
quiet/QUIET_Wind_2023-11-29_15-06.csv,0,2023-11-29 15:06:00,2023-12-01 07:52:00,40.77,40,373.1
icme/ICME_Wind_2023-11-30_23-26.csv,1,2023-11-30 23:26:00,2023-12-01 12:32:00,13.1,13,452.1
quiet/QUIET_Wind_2023-11-30_09-20.csv,0,2023-11-30 09:20:00,2023-11-30 22:26:00,13.1,13,337.2
icme/ICME_Wind_2023-11-13_16-34.csv,1,2023-11-13 16:34:00,2023-11-14 23:22:00,30.8,31,398.4
quiet/QUIET_Wind_2023-11-12_08-46.csv,0,2023-11-12 08:46:00,2023-11-13 15:34:00,30.8,31,467.0
icme/ICME_Wind_2023-11-12_05-40.csv,1,2023-11-12 05:40:00,2023-11-13 08:44:00,27.07,27,490.9
quiet/QUIET_Wind_2023-11-11_01-36.csv,0,2023-11-11 01:36:00,2023-11-12 04:40:00,27.07,27,499.3
icme/ICME_Wind_2023-11-05_11-54.csv,1,2023-11-05 11:54:00,2023-11-05 18:28:00,6.57,7,468.4
quiet/QUIET_Wind_2023-11-05_04-20.csv,0,2023-11-05 04:20:00,2023-11-05 10:54:00,6.57,6,337.7
icme/ICME_Wind_2023-11-05_08-28.csv,1,2023-11-05 08:28:00,2023-11-05 10:54:00,2.43,2,384.5
quiet/QUIET_Wind_2023-11-05_01-28.csv,0,2023-11-05 01:28:00,2023-11-05 07:28:00,6.0,6,318.5
icme/ICME_Wind_2023-11-04_13-34.csv,1,2023-11-04 13:34:00,2023-11-05 02:34:00,13.0,13,325.9
quiet/QUIET_Wind_2023-11-03_23-34.csv,0,2023-11-03 23:34:00,2023-11-04 12:34:00,13.0,13,318.9
icme/ICME_Wind_2023-10-20_12-34.csv,1,2023-10-20 12:34:00,2023-10-21 13:12:00,24.63,25,336.3
quiet/QUIET_Wind_2023-10-19_10-56.csv,0,2023-10-19 10:56:00,2023-10-20 11:34:00,24.63,25,342.2
icme/ICME_Wind_2023-09-28_20-56.csv,1,2023-09-28 20:56:00,2023-09-29 09:46:00,12.83,13,416.3
quiet/QUIET_Wind_2023-09-28_07-06.csv,0,2023-09-28 07:06:00,2023-09-28 19:56:00,12.83,12,376.1
icme/ICME_Wind_2023-09-24_20-02.csv,1,2023-09-24 20:02:00,2023-09-26 11:18:00,39.27,39,444.2
quiet/QUIET_Wind_2023-09-23_03-46.csv,0,2023-09-23 03:46:00,2023-09-24 19:02:00,39.27,40,333.0
icme/ICME_Wind_2023-09-19_14-30.csv,1,2023-09-19 14:30:00,2023-09-20 11:24:00,20.9,21,551.3
quiet/QUIET_Wind_2023-09-18_16-36.csv,0,2023-09-18 16:36:00,2023-09-19 13:30:00,20.9,21,589.5
icme/ICME_Wind_2023-09-18_12-52.csv,1,2023-09-18 12:52:00,2023-09-18 21:10:00,8.3,9,539.0
quiet/QUIET_Wind_2023-09-18_03-34.csv,0,2023-09-18 03:34:00,2023-09-18 11:52:00,8.3,8,426.4
icme/ICME_Wind_2023-09-12_10-24.csv,1,2023-09-12 10:24:00,2023-09-12 23:56:00,13.53,13,384.1
quiet/QUIET_Wind_2023-09-11_19-52.csv,0,2023-09-11 19:52:00,2023-09-12 09:24:00,13.53,14,379.4
icme/ICME_Wind_2023-08-05_02-04.csv,1,2023-08-05 02:04:00,2023-08-05 05:42:00,3.63,3,420.0
quiet/QUIET_Wind_2023-08-04_19-04.csv,0,2023-08-04 19:04:00,2023-08-05 01:04:00,6.0,6,380.3
icme/ICME_Wind_2023-08-01_11-12.csv,1,2023-08-01 11:12:00,2023-08-02 13:24:00,26.2,26,387.7
quiet/QUIET_Wind_2023-07-31_08-00.csv,0,2023-07-31 08:00:00,2023-08-01 10:12:00,26.2,27,374.6
icme/ICME_Wind_2023-06-03_23-04.csv,1,2023-06-03 23:04:00,2023-06-05 23:10:00,48.1,48,355.9
quiet/QUIET_Wind_2023-06-01_22-04.csv,0,2023-06-01 22:04:00,2023-06-03 22:04:00,48.0,48,359.3
icme/ICME_Wind_2023-05-13_17-18.csv,1,2023-05-13 17:18:00,2023-05-13 20:50:00,3.53,3,431.0
quiet/QUIET_Wind_2023-05-13_10-18.csv,0,2023-05-13 10:18:00,2023-05-13 16:18:00,6.0,6,433.2
icme/ICME_Wind_2023-05-12_06-08.csv,1,2023-05-12 06:08:00,2023-05-12 20:02:00,13.9,14,545.9
quiet/QUIET_Wind_2023-05-11_15-14.csv,0,2023-05-11 15:14:00,2023-05-12 05:08:00,13.9,14,499.7
icme/ICME_Wind_2023-04-23_17-02.csv,1,2023-04-23 17:02:00,2023-04-24 22:02:00,29.0,29,555.5
quiet/QUIET_Wind_2023-04-22_11-02.csv,0,2023-04-22 11:02:00,2023-04-23 16:02:00,29.0,29,356.1
icme/ICME_Wind_2023-04-18_13-26.csv,1,2023-04-18 13:26:00,2023-04-21 01:24:00,59.97,60,461.8
quiet/QUIET_Wind_2023-04-16_12-26.csv,0,2023-04-16 12:26:00,2023-04-18 12:26:00,48.0,48,342.2
icme/ICME_Wind_2023-03-23_05-54.csv,1,2023-03-23 05:54:00,2023-03-24 07:14:00,25.33,26,465.4
quiet/QUIET_Wind_2023-03-22_03-34.csv,0,2023-03-22 03:34:00,2023-03-23 04:54:00,25.33,25,510.8
icme/ICME_Wind_2023-03-15_04-02.csv,1,2023-03-15 04:02:00,2023-03-15 23:44:00,19.7,19,501.6
quiet/QUIET_Wind_2023-03-14_07-20.csv,0,2023-03-14 07:20:00,2023-03-15 03:02:00,19.7,20,410.6
icme/ICME_Wind_2023-02-21_06-48.csv,1,2023-02-21 06:48:00,2023-02-22 20:36:00,37.8,38,406.2
quiet/QUIET_Wind_2023-02-19_16-00.csv,0,2023-02-19 16:00:00,2023-02-21 05:48:00,37.8,38,381.5
icme/ICME_Wind_2023-02-20_09-54.csv,1,2023-02-20 09:54:00,2023-02-20 20:32:00,10.63,11,419.9
quiet/QUIET_Wind_2023-02-19_22-16.csv,0,2023-02-19 22:16:00,2023-02-20 08:54:00,10.63,10,340.7
icme/ICME_Wind_2023-02-01_15-38.csv,1,2023-02-01 15:38:00,2023-02-02 05:24:00,13.77,14,395.4
quiet/QUIET_Wind_2023-02-01_00-52.csv,0,2023-02-01 00:52:00,2023-02-01 14:38:00,13.77,14,376.4
icme/ICME_Wind_2023-01-17_21-02.csv,1,2023-01-17 21:02:00,2023-01-18 13:34:00,16.53,16,431.2
quiet/QUIET_Wind_2023-01-17_03-30.csv,0,2023-01-17 03:30:00,2023-01-17 20:02:00,16.53,17,406.4
icme/ICME_Wind_2023-01-04_14-32.csv,1,2023-01-04 14:32:00,2023-01-05 21:26:00,30.9,31,373.8
quiet/QUIET_Wind_2023-01-03_06-38.csv,0,2023-01-03 06:38:00,2023-01-04 13:32:00,30.9,31,403.5
icme/ICME_Wind_2023-01-03_20-56.csv,1,2023-01-03 20:56:00,2023-01-04 12:58:00,16.03,16,416.5
quiet/QUIET_Wind_2023-01-03_03-54.csv,0,2023-01-03 03:54:00,2023-01-03 19:56:00,16.03,16,392.3
icme/ICME_Wind_2022-12-18_19-42.csv,1,2022-12-18 19:42:00,2022-12-20 07:48:00,36.1,36,329.8
quiet/QUIET_Wind_2022-12-17_06-36.csv,0,2022-12-17 06:36:00,2022-12-18 18:42:00,36.1,36,293.6
icme/ICME_Wind_2022-11-19_22-54.csv,1,2022-11-19 22:54:00,2022-11-20 13:08:00,14.23,15,325.9
quiet/QUIET_Wind_2022-11-19_07-40.csv,0,2022-11-19 07:40:00,2022-11-19 21:54:00,14.23,14,349.4
icme/ICME_Wind_2022-11-07_00-40.csv,1,2022-11-07 00:40:00,2022-11-07 16:30:00,15.83,16,391.1
quiet/QUIET_Wind_2022-11-06_07-50.csv,0,2022-11-06 07:50:00,2022-11-06 23:40:00,15.83,16,382.7
icme/ICME_Wind_2022-10-21_10-38.csv,1,2022-10-21 10:38:00,2022-10-22 20:28:00,33.83,34,358.4
quiet/QUIET_Wind_2022-10-19_23-48.csv,0,2022-10-19 23:48:00,2022-10-21 09:38:00,33.83,34,401.6
icme/ICME_Wind_2022-09-30_04-50.csv,1,2022-09-30 04:50:00,2022-10-01 14:04:00,33.23,34,456.8
quiet/QUIET_Wind_2022-09-28_18-36.csv,0,2022-09-28 18:36:00,2022-09-30 03:50:00,33.23,33,490.2
icme/ICME_Wind_2022-09-14_19-28.csv,1,2022-09-14 19:28:00,2022-09-15 13:34:00,18.1,18,321.7
quiet/QUIET_Wind_2022-09-14_00-22.csv,0,2022-09-14 00:22:00,2022-09-14 18:28:00,18.1,18,307.3
icme/ICME_Wind_2022-07-18_20-26.csv,1,2022-07-18 20:26:00,2022-07-20 09:22:00,36.93,37,443.7
quiet/QUIET_Wind_2022-07-17_06-30.csv,0,2022-07-17 06:30:00,2022-07-18 19:26:00,36.93,37,386.8
icme/ICME_Wind_2022-07-08_06-40.csv,1,2022-07-08 06:40:00,2022-07-08 18:04:00,11.4,12,406.1
quiet/QUIET_Wind_2022-07-07_18-16.csv,0,2022-07-07 18:16:00,2022-07-08 05:40:00,11.4,11,386.4
icme/ICME_Wind_2022-07-07_06-00.csv,1,2022-07-07 06:00:00,2022-07-08 05:10:00,23.17,24,378.5
quiet/QUIET_Wind_2022-07-06_05-50.csv,0,2022-07-06 05:50:00,2022-07-07 05:00:00,23.17,24,326.4
icme/ICME_Wind_2022-07-02_00-30.csv,1,2022-07-02 00:30:00,2022-07-02 20:34:00,20.07,20,333.8
quiet/QUIET_Wind_2022-07-01_03-26.csv,0,2022-07-01 03:26:00,2022-07-01 23:30:00,20.07,20,346.4
icme/ICME_Wind_2022-06-25_08-28.csv,1,2022-06-25 08:28:00,2022-06-26 06:04:00,21.6,22,443.7
quiet/QUIET_Wind_2022-06-24_09-52.csv,0,2022-06-24 09:52:00,2022-06-25 07:28:00,21.6,22,402.7
